
timestamp,Fruges Wind Speed [100 m],Fruges Wind Direction [100 m]
20190401T0200,9.391485,63.43495
20190401T0300,9.391485,63.43495
20190401T0400,9.217917,61.488747
20190401T0500,9.170606,62.037766
20190401T0600,9.394147,62.071007
20190401T0700,9.525755,63.165947
20190401T0800,9.310746,65.912544
20190401T0900,8.357033,68.962494
20190401T1000,7.376313,74.26799
20190401T1100,6.4536815,77.47118
20190401T1200,5.824946,78.11134
20190401T1300,5.4129477,78.27489
20190401T1400,5.178803,79.99202
20190401T1500,5.0990195,78.69006
20190401T1600,5.0635953,80.90972
20190401T1700,5.115662,85.515396
20190401T1800,5.2,89.99999
20190401T1900,5.3009434,88.919075
20190401T2000,5.9135437,86.12147
20190401T2100,6.8117547,93.366455
20190401T2200,7.3375745,107.44718
20190401T2300,7.742093,125.537674
20190402T0000,7.340981,142.19347
20190402T0100,7.4732857,155.49258
20190402T0200,7.5927596,167.06195
20190402T0300,7.9,180.0
20190402T0400,7.891768,188.74615
20190402T0500,6.551336,192.33908
20190402T0600,6.0827627,189.46233
20190402T0700,6.293648,197.57126
20190402T0800,6.1220913,218.3675
20190402T0900,5.920304,232.54942
20190402T1000,5.742821,234.92624
20190402T1100,6.6850576,235.35905
20190402T1200,7.7897367,228.12213
20190402T1300,8.044874,235.12466
20190402T1400,9.433981,237.99463
20190402T1500,9.270383,246.4768
20190402T1600,10.056838,250.84439
20190402T1700,9.677293,256.25095
20190402T1800,9.080197,258.5663
20190402T1900,8.551023,259.2157
20190402T2000,8.926926,257.0535
20190402T2100,8.028076,256.30994
20190402T2200,6.8029404,245.69547
20190402T2300,6.466065,230.64825
20190403T0000,5.966573,230.44034
20190403T0100,5.9033885,218.81139
20190403T0200,5.571355,201.0375
20190403T0300,6.360031,196.44038
20190403T0400,6.456005,196.18921
20190403T0500,6.3788714,193.60054
20190403T0600,6.705222,197.35403
20190403T0700,6.4884515,204.59012
20190403T0800,6.35059,206.16156
20190403T0900,6.5787535,199.53665
20190403T1000,6.854196,203.1986
20190403T1100,6.7446275,195.47864
20190403T1200,7.156116,213.02386
20190403T1300,6.576473,224.38394
20190403T1400,5.1662364,227.3533
20190403T1500,4.382921,235.22217
20190403T1600,3.9115214,237.52881
20190403T1700,3.794733,251.56506
20190403T1800,3.622154,263.65982
20190403T1900,2.8792362,249.67686
20190403T2000,2.1931713,226.84761
20190403T2100,3.1780498,204.14554
20190403T2200,3.6687872,197.44719
20190403T2300,4.2720017,196.31386
20190404T0000,3.9849718,197.52557
20190404T0100,5.234501,186.58194
20190404T0200,5.830952,174.09386
20190404T0300,5.656854,171.8699
20190404T0400,5.842089,173.11827
20190404T0500,6.2201285,175.38934
20190404T0600,6.9720874,171.75368
20190404T0700,6.906519,182.48955
20190404T0800,6.7,180.0
20190404T0900,6.628725,168.69006
20190404T1000,5.67186,170.86983
20190404T1100,5.8,180.0
20190404T1200,7.4525166,191.61148
20190404T1300,8.077747,201.8014
20190404T1400,7.300685,193.46521
20190404T1500,6.6030297,181.7357
20190404T1600,6.7029843,181.70981
20190404T1700,7.206247,182.38594
20190404T1800,7.200694,179.20427
20190404T1900,6.6490602,167.84506
20190404T2000,6.5802736,163.21736
20190404T2100,7.4732857,155.49258
20190404T2200,8.236504,150.94539
20190404T2300,8.575546,148.34872
20190405T0000,8.431488,146.12146
20190405T0100,8.683893,144.84583
20190405T0200,8.905055,145.0607
20190405T0300,8.904493,147.38075
20190405T0400,8.609298,149.26451
20190405T0500,8.21523,148.43819
20190405T0600,8.261961,141.88171
20190405T0700,8.627862,134.0608
20190405T0800,8.579627,130.74615
20190405T0900,8.156592,130.5251
20190405T1000,7.076722,132.70938
20190405T1100,5.879626,131.55261
20190405T1200,5.700877,127.874985
20190405T1300,5.990826,123.42481
20190405T1400,5.5542774,113.33404
20190405T1500,5.5108986,101.51383
20190405T1600,6.0827627,99.46232
20190405T1700,6.356099,102.72436
20190405T1800,6.47611,103.392494
20190405T1900,5.9228373,101.68936
20190405T2000,5.7428217,97.00127
20190405T2100,6.303174,91.8183
20190405T2200,6.802941,91.68468
20190405T2300,7.0007143,90.81845
20190406T0000,7.4148498,79.9025
20190406T0100,7.566373,82.40536
20190406T0200,7.170077,81.9829
20190406T0300,6.500769,90.88139
20190406T0400,5.770615,98.97262
20190406T0500,5.021952,102.65255
20190406T0600,5.0039983,92.2906
20190406T0700,5.315073,85.683975
20190406T0800,5.414795,85.7636
20190406T0900,5.0039983,87.70938
20190406T1000,3.8327534,82.504135
20190406T1100,3.8327537,74.87599
20190406T1200,6.4938436,80.247574
20190406T1300,6.9180923,85.85537
20190406T1400,6.5490456,82.9835
20190406T1500,6.4536815,77.47118
20190406T1600,6.139218,77.77487
20190406T1700,6.356099,77.27564
20190406T1800,6.963476,77.56044
20190406T1900,6.841052,74.74488
20190406T2000,6.5924196,67.71442
20190406T2100,7.03278,60.154068
20190406T2200,7.5802374,59.036232
20190406T2300,7.9177017,62.140358
20190407T0000,8.609298,59.26451
20190407T0100,8.229824,62.500847
20190407T0200,7.7820306,64.09348
20190407T0300,7.209022,66.2796
20190407T0400,6.462198,68.19859
20190407T0500,6.407808,67.036224
20190407T0600,5.8694124,66.92959
20190407T0700,4.428318,64.59228
20190407T0800,2.7658632,40.601288
20190407T0900,3.001666,29.981628
20190407T1000,2.236068,333.43497
20190407T1100,1.8601075,306.25385
20190407T1200,2.607681,302.4712
20190407T1300,2.2671568,311.42368
20190407T1400,2.147091,297.75854
20190407T1500,2.607681,302.4712
20190407T1600,2.996665,295.70996
20190407T1700,3.9560082,290.72556
20190407T1800,4.237924,289.29004
20190407T1900,5.059644,288.43497
20190407T2000,4.4777226,293.70264
20190407T2100,4.248529,296.56506
20190407T2200,4.2544093,293.55228
20190407T2300,4.049691,290.22485
20190408T0000,3.8999999,292.61987
20190408T0100,3.275668,282.33908
20190408T0200,3.6013885,271.59113
20190408T0300,3.5,270.0
20190408T0400,3.4,270.0
20190408T0500,3.3015149,268.26428
20190408T0600,3.471311,258.36636
20190408T0700,4.4944406,249.14554
20190408T0800,5.2000003,247.38014
20190408T0900,5.565968,252.21611
20190408T1000,5.021952,257.34744
20190408T1100,4.440721,262.23483
20190408T1200,3.7443287,235.88553
20190408T1300,3.544009,253.61046
20190408T1400,3.1780496,257.27563
20190408T1500,3.214032,264.64417
20190408T1600,3.1575305,280.95407
20190408T1700,3.847077,297.89728
20190408T1800,3.8183768,315.0
20190408T1900,3.577709,333.43497
20190408T2000,2.915476,354.09387
20190408T2100,3.2280025,16.189209
20190408T2200,4.172529,44.028976
20190408T2300,5.056679,65.46227
20190409T0000,5.67186,80.86982
20190409T0100,5.0487623,97.96961
20190409T0200,4.356604,121.86598
20190409T0300,2.408319,131.63353
20190409T0400,1.2041595,85.23635
20190409T0500,2.6000001,22.619858
20190409T0600,4.5221677,18.034286
20190409T0700,5.2924476,22.203476
20190409T0800,5.27731,27.050598
20190409T0900,4.9658837,25.016876
20190409T1000,4.3416586,14.676376
20190409T1100,3.9204593,5.856003
20190409T1200,4.0718546,24.676865
20190409T1300,3.8483763,24.56717
20190409T1400,4.565085,28.810776
20190409T1500,4.356604,31.865982
20190409T1600,3.8587563,31.218384
20190409T1700,4.118252,29.05458
20190409T1800,4.837354,29.744873
20190409T1900,5.882177,35.311203
20190409T2000,6.7007465,37.72499
20190409T2100,6.6068144,39.472458
20190409T2200,6.6603303,41.347763
20190409T2300,6.621933,38.254425
20190410T0000,7.7025967,29.560349
20190410T0100,8.309633,39.628998
20190410T0200,8.340863,52.305756
20190410T0300,7.9812284,52.125
20190410T0400,8.203658,45.987747
20190410T0500,7.990619,45.50702
20190410T0600,8.168843,39.536133
20190410T0700,8.464632,38.76552
20190410T0800,8.373769,40.15599
20190410T0900,8.631338,43.122116
20190410T1000,8.132035,44.50177
20190410T1100,8.132035,45.4982
20190410T1200,7.496666,43.919083
20190410T1300,7.582216,41.25702
20190410T1400,7.746612,39.237366
20190410T1500,7.9202275,37.30394
20190410T1600,8.080223,36.444427
20190410T1700,8.405355,34.824493
20190410T1800,8.598255,33.135605
20190410T1900,8.438009,31.42955
20190410T2000,8.364807,27.79042
20190410T2100,8.676981,27.451004
20190410T2200,8.746428,30.963745
20190410T2300,8.800568,36.218826
20190411T0000,8.840815,37.647614
20190411T0100,8.631338,43.122116
20190411T0200,8.414867,45.48146
20190411T0300,8.203658,44.012222
20190411T0400,8.065978,42.990448
20190411T0500,7.8568444,42.420837
20190411T0600,7.5663733,44.46454
20190411T0700,7.496666,43.919083
20190411T0800,7.4330344,42.27368
20190411T0900,6.4443774,41.855026
20190411T1000,6.22254,44.999985
20190411T1100,6.1522355,44.34146
20190411T1200,6.0141497,47.021362
20190411T1300,6.0827627,43.66777
20190411T1400,6.0605283,37.626236
20190411T1500,6.351378,33.43985
20190411T1600,6.6573267,32.735214
20190411T1700,6.9641943,32.09259
20190411T1800,7.1344237,31.239212
20190411T1900,7.206941,29.05458
20190411T2000,7.2449985,26.211365
20190411T2100,7.6967525,24.56717
20190411T2200,7.879086,23.962494
20190411T2300,7.8294315,24.928467
20190412T0000,7.484651,22.796524
20190412T0100,7.4464755,22.087158
20190412T0200,7.4249578,25.529694
20190412T0300,7.119691,29.445404
20190412T0400,6.774216,31.108795
20190412T0500,6.4899926,33.690063
20190412T0600,6.2008066,37.79393
20190412T0700,6.1522355,45.65854
20190412T0800,6.0,53.130096
20190412T0900,5.060632,52.22432
20190412T1000,4.6861496,50.194427
20190412T1100,6.9065185,55.61966
20190412T1200,6.9065185,55.61966
20190412T1300,6.280127,52.76516
20190412T1400,6.0207973,48.366455
20190412T1500,5.9413805,46.363922
20190412T1600,6.0827627,46.3322
20190412T1700,6.224147,46.30194
20190412T1800,6.519202,48.731384
20190412T1900,6.7007465,52.274994
20190412T2000,6.280127,52.76516
20190412T2100,5.9413805,46.363922
20190412T2200,5.9033885,38.81137
20190412T2300,6.140033,37.05652
20190413T0000,6.521503,35.6398
20190413T0100,6.5115285,42.510437
20190413T0200,6.5436993,51.203445
20190413T0300,6.268173,56.056404
20190413T0400,5.8830266,58.20108
20190413T0500,5.333854,59.58893
20190413T0600,5.7982755,57.680374
20190413T0700,6.5,59.48976
20190413T0800,6.3953104,63.034294
20190413T0900,4.7413077,62.354027
20190413T1000,4.167733,59.74356
20190413T1100,4.8548946,57.619316
20190413T1200,4.9739323,59.82647
20190413T1300,5.491812,56.88865
20190413T1400,5.249762,49.635452
20190413T1500,5.4037023,38.990982
20190413T1600,5.7982755,32.31961
20190413T1700,6.1741395,24.904755
20190413T1800,6.621178,25.016876
20190413T1900,6.7535176,27.323883
20190413T2000,6.1717095,26.980225
20190413T2100,5.905929,28.30075
20190413T2200,5.866856,29.623734
20190413T2300,6.2433968,31.908112
20190414T0000,6.5863495,30.068573
20190414T0100,6.300793,35.96051
20190414T0200,6.0959,41.009094
20190414T0300,5.656854,44.999985
20190414T0400,5.3814497,48.01277
20190414T0500,5.742821,54.92624
20190414T0600,6.441273,62.241455
20190414T0700,6.1465435,68.02549
20190414T0800,5.2201533,69.829346
20190414T0900,3.5468295,68.49856
20190414T1000,3.8483763,65.43283
20190414T1100,4.472136,63.43495
20190414T1200,4.792703,66.64443
20190414T1300,5.0695167,67.98871
20190414T1400,5.4781384,68.58703
20190414T1500,6.484597,72.96223
20190414T1600,7.0830784,76.94475
20190414T1700,6.152235,82.528435
20190414T1800,5.2773094,80.180695
20190414T1900,6.562012,82.11686
20190414T2000,5.9135437,86.12147
20190414T2100,4.504442,87.45519
20190414T2200,3.9849718,72.47443
20190414T2300,4.876474,74.53877
20190415T0000,4.4384685,75.650665
20190415T0100,5.6921,71.565056
20190415T0200,6.2968245,79.93931
20190415T0300,7.21734,86.027504
20190415T0400,8.0,89.99999
20190415T0500,8.302409,91.38035
20190415T0600,8.505292,92.02136
20190415T0700,8.321658,94.134674
20190415T0800,7.641989,96.009
20190415T0900,6.8883963,99.18883
20190415T1000,5.869412,103.799484
20190415T1100,5.8940644,104.74355
20190415T1200,5.7974133,104.99507
20190415T1300,6.1983867,100.22216
20190415T1400,6.3788714,99.01932
20190415T1500,6.6910386,99.46232
20190415T1600,7.170077,98.01709
20190415T1700,7.7929454,98.857956
20190415T1800,8.060397,101.44934
20190415T1900,7.35459,101.76829
20190415T2000,6.806614,100.15427
20190415T2100,7.1344237,95.630684
20190415T2200,8.01561,93.576324
20190415T2300,8.386298,98.226715
20190416T0000,8.884255,101.68936
20190416T0100,8.637709,110.323135
20190416T0200,7.920227,114.623566
20190416T0300,7.291776,115.159294
20190416T0400,6.928925,110.26569
20190416T0500,6.9123073,104.23728
20190416T0600,6.6940274,103.82865
20190416T0700,6.484597,107.037766
20190416T0800,6.1684685,109.90375
20190416T0900,5.2000003,112.61986
20190416T1000,3.2695565,113.42869
20190416T1100,1.8601075,126.25384
20190416T1200,1.2529964,151.38954
20190416T1300,1.2369317,194.03624
20190416T1400,1.2041595,228.36647
20190416T1500,2.0880613,253.30075
20190416T1600,3.710795,255.96376
20190416T1700,5.141984,256.50427
20190416T1800,5.491812,259.50854
20190416T1900,5.0990195,258.69006
20190416T2000,4.9030604,258.23172
20190416T2100,4.850773,255.67728
20190416T2200,4.808326,253.07248
20190416T2300,4.68188,250.0169
20190417T0000,4.8052053,257.98853
20190417T0100,5.162364,248.4047
20190417T0200,5.235456,241.47688
20190417T0300,4.924429,240.83238
20190417T0400,4.8764744,241.8584
20190417T0500,4.837354,240.25513
20190417T0600,4.5,233.1301
20190417T0700,4.4687805,229.53778
20190417T0800,3.3301651,228.65222
20190417T0900,2.5455844,225.0
20190417T1000,2.385372,213.02386
20190417T1100,2.236068,190.30484
20190417T1200,2.6683328,167.00539
20190417T1300,3.0463092,156.8014
20190417T1400,3.383785,161.02959
20190417T1500,3.4539833,157.89055
20190417T1600,3.1622775,145.30484
20190417T1700,3.2202482,126.15819
20190417T1800,3.7696154,111.80141
20190417T1900,4.031129,97.125015
20190417T2000,4.909175,86.49647
20190417T2100,6.053098,82.40536
20190417T2200,6.946222,83.38654
20190417T2300,7.542546,83.91147
20190418T0000,8.514693,77.106255
20190418T0100,8.5,81.20258
20190418T0200,8.203658,80.88213
20190418T0300,7.891768,81.25384
20190418T0400,7.5538073,83.15723
20190418T0500,7.256032,82.874985
20190418T0600,7.2835426,81.313644
20190418T0700,7.368175,82.19981
20190418T0800,6.8264194,84.95755
20190418T0900,6.449806,82.874985
20190418T1000,5.4589376,81.57303
20190418T1100,5.4332314,83.65981
20190418T1200,5.59017,79.695145
20190418T1300,6.1983867,79.77783
20190418T1400,6.576473,81.25384
20190418T1500,6.926038,85.03026
20190418T1600,7.0028567,88.36342
20190418T1700,6.8264194,84.95755
20190418T1800,6.6940274,76.17135
20190418T1900,7.05762,69.253914
20190418T2000,7.8294315,65.07151
20190418T2100,8.600581,66.71393
20190418T2200,8.825531,70.12782
20190418T2300,8.572631,73.044685
20190419T0000,8.637709,69.67686
20190419T0100,8.411897,71.995834
20190419T0200,8.065358,72.688354
20190419T0300,7.692204,74.15691
20190419T0400,7.5927596,77.06194
20190419T0500,7.4330344,79.143585
20190419T0600,7.2835426,81.313644
20190419T0700,7.368175,82.19981
20190419T0800,7.05762,82.67359
20190419T0900,6.1814237,80.69006
20190419T1000,4.4922156,73.17859
20190419T1100,4.2544093,66.44773
20190419T1200,4.7885275,61.294044
20190419T1300,5.0537114,62.927917
20190419T1400,5.3712196,65.82089
20190419T1500,5.3488317,69.19321
20190419T1600,4.976947,67.55725
20190419T1700,4.837354,60.25511
20190419T1800,5.249762,49.635452
20190419T1900,5.966573,39.55966
20190419T2000,6.87968,32.535065
20190419T2100,7.8492036,34.09497
20190419T2200,8.080223,36.444427
20190419T2300,8.028075,39.440033
20190420T0000,8.348653,34.261093
20190420T0100,7.8873315,39.340515
20190420T0200,7.3756356,40.601288
20190420T0300,7.2346387,40.51538
20190420T0400,6.9310894,43.830856
20190420T0500,6.6483083,46.218872
20190420T0600,6.3655324,46.27301
20190420T0700,6.3655324,46.27301
20190420T0800,6.224147,46.30194
20190420T0900,5.731492,47.121094
20190420T1000,4.545327,50.35582
20190420T1100,4.263801,50.71057
20190420T1200,4.816638,48.366455
20190420T1300,5.108816,49.76364
20190420T1400,5.4405885,53.97262
20190420T1500,5.491812,56.88865
20190420T1600,5.5226803,47.93567
20190420T1700,5.8137765,40.81508
20190420T1800,6.242595,35.217575
20190420T1900,6.860029,30.677277
20190420T2000,7.3355303,27.613022
20190420T2100,8.188406,28.442917
20190420T2200,8.237719,33.111343
20190420T2300,8.04301,38.437286
20190421T0000,8.79659,40.389343
20190421T0100,8.080842,49.01416
20190421T0200,7.5802374,59.036232
20190421T0300,7.3736014,69.35301
20190421T0400,7.4732857,77.637505
20190421T0500,7.368175,82.19981
20190421T0600,7.2249565,85.23635
20190421T0700,7.025667,85.10091
20190421T0800,6.5490456,82.9835
20190421T0900,5.6515484,76.70142
20190421T1000,4.1629314,65.89776
20190421T1100,4.0706263,62.175903
20190421T1200,4.20119,51.766174
20190421T1300,4.750789,49.267868
20190421T1400,5.420332,52.495857
20190421T1500,5.215362,57.5288
20190421T1600,4.837354,60.25511
20190421T1700,4.9739323,59.82647
20190421T1800,5.162364,58.465202
20190421T1900,5.021952,54.727577
20190421T2000,5.3814497,41.987198
20190421T2100,6.2625875,38.516907
20190421T2200,6.576473,44.38394
20190421T2300,6.6610813,54.16234
20190422T0000,7.6609397,54.027603
20190422T0100,7.4686007,63.77803
20190422T0200,7.472616,74.47588
20190422T0300,7.2339478,84.44703
20190422T0400,7.106335,92.41951
20190422T0500,6.6940274,103.82865
20190422T0600,6.664083,115.79603
20190422T0700,6.6287255,123.929794
20190422T0800,6.0307546,130.29214
20190422T0900,5.0249376,132.58049
20190422T1000,3.4205263,127.874985
20190422T1100,3.1622775,124.69515
20190422T1200,3.4885528,117.29957
20190422T1300,3.6359317,121.50426
20190422T1400,3.753665,131.7603
20190422T1500,3.753665,138.2397
20190422T1600,3.676955,135.0
20190422T1700,3.679674,132.7974
20190422T1800,3.3015149,125.13419
20190422T1900,3.2280025,106.1892
20190422T2000,3.1144822,95.52754
20190422T2100,3.7854989,77.79953
20190422T2200,5.661272,72.525215
20190422T2300,6.9584484,82.56859
20190423T0000,7.083784,71.05349
20190423T0100,7.566373,82.40536
20190423T0200,8.3,89.99999
20190423T0300,8.421401,94.08562
20190423T0400,8.203658,99.11786
20190423T0500,7.9075913,99.46232
20190423T0600,7.746612,101.16487
20190423T0700,7.376313,105.732
20190423T0800,6.9123073,104.23728
20190423T0900,6.0827627,99.46232
20190423T1000,4.4,89.99999
20190423T1100,4.4011364,88.69804
20190423T1200,3.748333,80.78897
20190423T1300,3.7013512,88.45184
20190423T1400,3.8209946,83.99099
20190423T1500,4.1773195,78.95905
20190423T1600,4.504442,87.45519
20190423T1700,4.738143,97.275
20190423T1800,4.976947,112.44274
20190423T1900,4.3908997,120.06859
20190423T2000,3.764306,129.61069
20190423T2100,3.1890438,138.81407
20190423T2200,3.5510561,147.65256
20190423T2300,4.588028,159.59012
20190424T0000,4.997999,160.11484
20190424T0100,6.1188235,168.69006
20190424T0200,6.500769,179.11859
20190424T0300,6.6,180.0
20190424T0400,6.9354167,174.2072
20190424T0500,7.300685,166.53479
20190424T0600,7.3824115,155.17065
20190424T0700,7.9812284,142.12502
20190424T0800,8.875247,146.48898
20190424T0900,8.633077,154.62225
20190424T1000,8.854377,161.56505
20190424T1100,9.8270035,167.66092
20190424T1200,11.869709,170.2996
20190424T1300,12.5004,180.45836
20190424T1400,10.770794,192.875
20190424T1500,8.839117,201.92178
20190424T1600,7.3409805,204.12099
20190424T1700,7.212489,196.92752
20190424T1800,8.786353,191.82149
20190424T1900,8.609298,210.73549
20190424T2000,7.0491138,211.66075
20190424T2100,5.6515484,193.29857
20190424T2200,6.4629717,171.99527
20190424T2300,7.2449985,159.8142
20190425T0000,6.795587,147.01147
20190425T0100,7.8492036,145.90503
20190425T0200,8.343861,135.0
20190425T0300,8.982761,133.6468
20190425T0400,10.410091,148.75307
20190425T0500,11.661903,157.83365
20190425T0600,10.499524,162.25533
20190425T0700,9.80816,159.71744
20190425T0800,10.089599,166.23921
20190425T0900,9.732934,175.28525
20190425T1000,7.6791925,171.76437
20190425T1100,7.156815,172.77568
20190425T1200,8.637709,200.32314
20190425T1300,8.367198,204.72731
20190425T1400,6.735726,198.16595
20190425T1500,8.640023,196.12758
20190425T1600,8.121576,189.92624
20190425T1700,8.570881,187.37376
20190425T1800,8.94986,193.57043
20190425T1900,8.25409,199.09349
20190425T2000,7.6006575,179.24615
20190425T2100,7.602631,178.49257
20190425T2200,8.050466,186.4188
20190425T2300,8.319857,193.20108
20190426T0000,8.759566,198.64178
20190426T0100,8.1939,203.7495
20190426T0200,7.2235723,201.9487
20190426T0300,7.2201104,210.82767
20190426T0400,6.9339743,213.23172
20190426T0500,6.8007355,216.02737
20190426T0600,6.762396,218.39517
20190426T0700,6.3702435,222.4552
20190426T0800,5.5973206,221.37852
20190426T0900,4.0706263,207.8241
20190426T1000,4.8414874,218.29016
20190426T1100,5.6222773,218.50066
20190426T1200,5.6462374,202.9321
20190426T1300,5.700877,195.25513
20190426T1400,6.3245554,198.43495
20190426T1500,7.05195,198.17802
20190426T1600,7.5239615,203.49857
20190426T1700,7.18401,218.78436
20190426T1800,6.5795135,226.84761
20190426T1900,5.700877,232.12502
20190426T2000,5.940539,233.90172
20190426T2100,7.6850505,237.75754
20190426T2200,7.738863,244.75948
20190426T2300,7.5802374,239.03624
20190427T0000,7.9202275,232.69606
20190427T0100,8.275868,223.5312
20190427T0200,9.319335,213.17851
20190427T0300,10.519031,204.1284
20190427T0400,11.646889,209.86691
20190427T0500,11.825819,228.08481
20190427T0600,11.79237,247.56702
20190427T0700,10.645187,244.39783
20190427T0800,11.364859,241.63095
20190427T0900,10.151354,235.8403
20190427T1000,12.701574,242.82974
20190427T1100,13.354026,247.0831
20190427T1200,15.210851,251.2077
20190427T1300,14.819243,256.33887
20190427T1400,14.751271,257.4712
20190427T1500,15.062536,259.28687
20190427T1600,14.395139,258.37784
20190427T1700,14.710541,262.97162
20190427T1800,14.458561,264.84143
20190427T1900,13.263861,264.37537
20190427T2000,11.4982605,262.50415
20190427T2100,10.572133,259.64667
20190427T2200,10.060318,263.72272
20190427T2300,9.6187315,266.42368
20190428T0000,9.500526,269.3969
20190428T0100,9.602083,271.19348
20190428T0200,9.213577,273.11084
20190428T0300,9.265528,276.81824
20190428T0400,8.646965,275.9743
20190428T0500,8.646965,275.9743
20190428T0600,8.868484,277.125
20190428T0700,9.946356,282.77875
20190428T0800,8.956004,286.20905
20190428T0900,7.9075913,283.15753
20190428T1000,7.81089,288.66693
20190428T1100,6.9354167,294.71744
20190428T1200,5.6302752,303.40784
20190428T1300,5.2478566,300.96378
20190428T1400,5.283938,299.4759
20190428T1500,5.7801385,300.11374
20190428T1600,6.105735,301.6075
20190428T1700,6.3812227,302.19574
20190428T1800,6.8249545,309.05316
20190428T1900,6.453681,319.3987
20190428T2000,4.909175,326.63367
20190428T2100,4.0853395,338.45905
20190428T2200,2.8017852,357.9546
20190428T2300,2.7018514,357.8789
20190429T0000,1.9235383,351.02737
20190429T0100,1.9,360.0
20190429T0200,2.1213202,8.130096
20190429T0300,3.0413814,9.462311
20190429T0400,3.2984846,14.03624
20190429T0500,3.1906114,32.195724
20190429T0600,3.0610456,51.632507
20190429T0700,3.2695565,66.571304
20190429T0800,2.2203605,82.23483
20190429T0900,2.8071337,85.91438
20190429T1000,2.624881,107.74467
20190429T1100,1.8788295,115.20112
20190429T1200,2.1023796,87.27369
20190429T1300,2.7018514,87.8789
20190429T1400,2.5,89.99999
20190429T1500,2.4020824,92.38594
20190429T1600,1.7117243,83.29016
20190429T1700,1.6970563,44.999985
20190429T1800,2.505993,28.610443
20190429T1900,3.6769552,22.380127
20190429T2000,4.9193497,26.565033
20190429T2100,5.714018,32.855713
20190429T2200,5.920304,37.450577
20190429T2300,5.700877,37.87497
20190430T0000,5.672742,40.710846
20190430T0100,5.185557,39.522614
20190430T0200,5.672742,40.710846
20190430T0300,5.663921,42.137573
20190430T0400,5.375872,46.50743
20190430T0500,5.658622,46.4321
20190430T0600,6.0141497,42.978622
20190430T0700,5.663921,42.137573
20190430T0800,4.738143,44.144897
20190430T0900,4.3863425,46.847595
20190430T1000,3.8013155,35.362457
20190430T1100,3.6715121,29.357742
20190430T1200,3.2695565,23.42868
20190430T1300,3.3615472,22.750961
20190430T1400,3.5846896,22.988708
20190430T1500,3.847077,27.897263
20190430T1600,3.6055512,33.690063
20190430T1700,3.5608988,38.157227
20190430T1800,3.676955,44.999985
20190430T1900,3.753665,48.239685
20190430T2000,3.679674,47.20259
20190430T2100,3.8418746,38.659805
20190430T2200,4.4102154,32.96939
20190430T2300,4.5793014,31.607498
20190501T0000,4.0816665,30.963745
20190501T0100,4.1773195,42.089157
20190501T0200,4.110961,48.945175
20190501T0300,4.140048,52.853302
20190501T0400,4.104875,55.922806
20190501T0500,4.3462625,66.9745
20190501T0600,4.9477267,75.96376
20190501T0700,4.8259716,84.05313
20190501T0800,3.4014704,88.315315
20190501T0900,2.4020824,92.38594
20190501T1000,1.7029387,93.366455
20190501T1100,1.2,89.99999
20190501T1200,1.3,89.99999
20190501T1300,0.50990194,101.30993
20190501T1400,0.1,270.0
20190501T1500,0.9055385,276.34018
20190501T1600,1.8788295,295.2011
20190501T1700,2.607681,302.4712
20190501T1800,2.9068882,310.8151
20190501T1900,3.0413814,313.6678
20190501T2000,2.842534,320.7106
20190501T2100,3.0805843,324.2461
20190501T2200,3.3301651,318.65222
20190501T2300,3.920459,307.74683
20190502T0000,4.110961,311.0548
20190502T0100,4.356604,301.866
20190502T0200,4.3863425,294.22775
20190502T0300,4.588028,290.40988
20190502T0400,4.5617976,296.00336
20190502T0500,4.7169905,302.00537
20190502T0600,4.2544093,299.57785
20190502T0700,4.1629314,294.10223
20190502T0800,4.14367,289.74683
20190502T0900,3.544009,286.38956
20190502T1000,3.51141,289.98312
20190502T1100,3.1064448,273.6914
20190502T1200,3.1320918,286.69925
20190502T1300,4.9658837,295.0169
20190502T1400,4.2720017,290.55603
20190502T1500,4.3011627,287.59244
20190502T1600,4.648656,288.8247
20190502T1700,5.8189344,289.0577
20190502T1800,6.964194,285.8324
20190502T1900,5.9439044,282.63336
20190502T2000,5.9228373,281.68936
20190502T2100,6.6483083,285.70865
20190502T2200,6.4513564,288.99664
20190502T2300,5.2554736,291.19406
20190503T0000,4.8104053,313.3153
20190503T0100,3.8483763,335.43283
20190503T0200,3.354102,10.30484
20190503T0300,3.6619666,34.99202
20190503T0400,3.8183768,44.999985
20190503T0500,3.764306,50.389297
20190503T0600,3.8209944,47.121094
20190503T0700,4.3863425,43.15239
20190503T0800,3.8209944,42.87889
20190503T0900,3.2649655,49.96974
20190503T1000,2.6000001,67.380135
20190503T1100,1.4142135,81.869896
20190503T1200,0.14142136,44.999985
20190503T1300,1.1661904,300.96378
20190503T1400,2.1023796,295.3462
20190503T1500,2.657066,289.7989
20190503T1600,3.905125,283.32452
20190503T1700,5.3935146,280.6849
20190503T1800,6.2297673,288.7258
20190503T1900,5.571355,291.0375
20190503T2000,4.7127485,287.2815
20190503T2100,4.9,270.0
20190503T2200,7.1028166,271.61353
20190503T2300,6.328507,275.44034
20190504T0000,5.7870545,279.95062
20190504T0100,5.9615436,337.3062
20190504T0200,7.48131,8.455017
20190504T0300,7.7162166,18.904572
20190504T0400,7.5960517,16.048996
20190504T0500,7.3979726,13.284866
20190504T0600,6.760177,7.65065
20190504T0700,6.4031243,1.7899017
20190504T0800,7.7414465,5.9315186
20190504T0900,6.7186303,4.2678986
20190504T1000,7.333485,5.477371
